File Type,Original Name,New Name,Error
Main PDF,Larada_Sciences_Inc_Lice_Clinics_of_America_2024.pdf,"LARADA SCIENCES, INC._2024.pdf",File not found
JSON,Larada_Sciences_Inc_Lice_Clinics_of_America_2024_FranchiseInfo.json,"LARADA SCIENCES, INC._2024_FranchiseInfo.json",File not found
Subfolder PDF,Larada_Sciences_Inc_Lice_Clinics_of_America_2024_Items1-23.pdf,"LARADA SCIENCES, INC._2024_Items1-23.pdf",File not found in subfolder
Items PDF,Larada_Sciences_Inc_Lice_Clinics_of_America_2024_Items1-23.pdf,"LARADA SCIENCES, INC._2024_Items1-23.pdf",File not found in Items folder
Main PDF,Larks_LLC_Larks_2024.pdf,LARKS LLC_2024.pdf,File not found
JSON,Larks_LLC_Larks_2024_FranchiseInfo.json,LARKS LLC_2024_FranchiseInfo.json,File not found
Subfolder PDF,Larks_LLC_Larks_2024_Items1-23.pdf,LARKS LLC_2024_Items1-23.pdf,File not found in subfolder
Items PDF,Larks_LLC_Larks_2024_Items1-23.pdf,LARKS LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,Launch_Franchising_LLC_Launch_Trampoline_Park_Launch_Park_2024.pdf,"LAUNCH FRANCHISING, LLC_2024.pdf",File not found
JSON,Launch_Franchising_LLC_Launch_Trampoline_Park_Launch_Park_2024_FranchiseInfo.json,"LAUNCH FRANCHISING, LLC_2024_FranchiseInfo.json",File not found
Subfolder PDF,Launch_Franchising_LLC_Launch_Trampoline_Park_Launch_Park_2024_Items1-23.pdf,"LAUNCH FRANCHISING, LLC_2024_Items1-23.pdf",File not found in subfolder
Items PDF,Launch_Franchising_LLC_Launch_Trampoline_Park_Launch_Park_2024_Items1-23.pdf,"LAUNCH FRANCHISING, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,LaundroLab_Inc_LaundroLab®_2024.pdf,"LAUNDROLAB, INC._2024.pdf",File not found
JSON,LaundroLab_Inc_LaundroLab®_2024_FranchiseInfo.json,"LAUNDROLAB, INC._2024_FranchiseInfo.json",File not found
Subfolder PDF,LaundroLab_Inc_LaundroLab®_2024_Items1-23.pdf,"LAUNDROLAB, INC._2024_Items1-23.pdf",File not found in subfolder
Items PDF,LaundroLab_Inc_LaundroLab®_2024_Items1-23.pdf,"LAUNDROLAB, INC._2024_Items1-23.pdf",File not found in Items folder
Main PDF,LAWN_DOCTOR_INC_Lawn_Doctor_2024.pdf,"LAWN DOCTOR, INC._2024.pdf",File not found
JSON,LAWN_DOCTOR_INC_Lawn_Doctor_2024_FranchiseInfo.json,"LAWN DOCTOR, INC._2024_FranchiseInfo.json",File not found
Items PDF,LAWN_DOCTOR_INC_Lawn_Doctor_2024_Items1-23.pdf,"LAWN DOCTOR, INC._2024_Items1-23.pdf",File not found in Items folder
Main PDF,Lawn_Pride_SPV_LLC_Lawn_Pride_2024.pdf,LAWN PRIDE SPV LLC_2024.pdf,File not found
JSON,Lawn_Pride_SPV_LLC_Lawn_Pride_2024_FranchiseInfo.json,LAWN PRIDE SPV LLC_2024_FranchiseInfo.json,File not found
Items PDF,Lawn_Pride_SPV_LLC_Lawn_Pride_2024_Items1-23.pdf,LAWN PRIDE SPV LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,Lawn_Squad_Franchising_LLC_Lawn_Squad_2024.pdf,LAWN SQUAD FRANCHISING LLC_2024.pdf,File not found
JSON,Lawn_Squad_Franchising_LLC_Lawn_Squad_2024_FranchiseInfo.json,LAWN SQUAD FRANCHISING LLC_2024_FranchiseInfo.json,File not found
Items PDF,Lawn_Squad_Franchising_LLC_Lawn_Squad_2024_Items1-23.pdf,LAWN SQUAD FRANCHISING LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,Layne's_Chicken_Franchising_LLC_Layne's_Chicken_Fingers_2024.pdf,"LAYNE'S CHICKEN FRANCHISING, LLC_2024.pdf",File not found
JSON,Layne's_Chicken_Franchising_LLC_Layne's_Chicken_Fingers_2024_FranchiseInfo.json,"LAYNE'S CHICKEN FRANCHISING, LLC_2024_FranchiseInfo.json",File not found
Subfolder PDF,Layne's_Chicken_Franchising_LLC_Layne's_Chicken_Fingers_2024_Items1-23.pdf,"LAYNE'S CHICKEN FRANCHISING, LLC_2024_Items1-23.pdf",File not found in subfolder
Items PDF,Layne's_Chicken_Franchising_LLC_Layne's_Chicken_Fingers_2024_Items1-23.pdf,"LAYNE'S CHICKEN FRANCHISING, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,La_Madeleine_Franchising_Company_Inc_La_Madeleine®_French_Bakery_&_Café_2024.pdf,"LA MADELEINE FRANCHISING COMPANY, INC._2024.pdf",File not found
JSON,La_Madeleine_Franchising_Company_Inc_La_Madeleine®_French_Bakery_&_Café_2024_FranchiseInfo.json,"LA MADELEINE FRANCHISING COMPANY, INC._2024_FranchiseInfo.json",File not found
Items PDF,La_Madeleine_Franchising_Company_Inc_La_Madeleine®_French_Bakery_&_Café_2024_Items1-23.pdf,"LA MADELEINE FRANCHISING COMPANY, INC._2024_Items1-23.pdf",File not found in Items folder
Main PDF,LA_QUINTA_FRANCHISING_LLC_La_Quinta_Inn_&_Suites_2024.pdf,LA QUINTA FRANCHISING LLC_2024.pdf,File not found
JSON,LA_QUINTA_FRANCHISING_LLC_La_Quinta_Inn_&_Suites_2024_FranchiseInfo.json,LA QUINTA FRANCHISING LLC_2024_FranchiseInfo.json,File not found
Items PDF,LA_QUINTA_FRANCHISING_LLC_La_Quinta_Inn_&_Suites_2024_Items1-23.pdf,LA QUINTA FRANCHISING LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,Leadership_Management_Inc_LMI_2024.pdf,"LEADERSHIP MANAGEMENT, INC._2024.pdf",File not found
JSON,Leadership_Management_Inc_LMI_2024_FranchiseInfo.json,"LEADERSHIP MANAGEMENT, INC._2024_FranchiseInfo.json",File not found
Subfolder PDF,Leadership_Management_Inc_LMI_2024_Items1-23.pdf,"LEADERSHIP MANAGEMENT, INC._2024_Items1-23.pdf",File not found in subfolder
Items PDF,Leadership_Management_Inc_LMI_2024_Items1-23.pdf,"LEADERSHIP MANAGEMENT, INC._2024_Items1-23.pdf",File not found in Items folder
Main PDF,LEADING_EDGE_MARKETING_INC_ProSource_Wholesale_2024.pdf,"LEADING EDGE MARKETING, INC._2024.pdf",File not found
JSON,LEADING_EDGE_MARKETING_INC_ProSource_Wholesale_2024_FranchiseInfo.json,"LEADING EDGE MARKETING, INC._2024_FranchiseInfo.json",File not found
Subfolder PDF,LEADING_EDGE_MARKETING_INC_ProSource_Wholesale_2024_Items1-23.pdf,"LEADING EDGE MARKETING, INC._2024_Items1-23.pdf",File not found in subfolder
Items PDF,LEADING_EDGE_MARKETING_INC_ProSource_Wholesale_2024_Items1-23.pdf,"LEADING EDGE MARKETING, INC._2024_Items1-23.pdf",File not found in Items folder
Main PDF,LearningRx_Franchise_Corporation_LearningRx_Training_Center_2024.pdf,LEARNINGRX FRANCHISE CORPORATION_2024.pdf,File not found
JSON,LearningRx_Franchise_Corporation_LearningRx_Training_Center_2024_FranchiseInfo.json,LEARNINGRX FRANCHISE CORPORATION_2024_FranchiseInfo.json,File not found
Subfolder PDF,LearningRx_Franchise_Corporation_LearningRx_Training_Center_2024_Items1-23.pdf,LEARNINGRX FRANCHISE CORPORATION_2024_Items1-23.pdf,File not found in subfolder
Items PDF,LearningRx_Franchise_Corporation_LearningRx_Training_Center_2024_Items1-23.pdf,LEARNINGRX FRANCHISE CORPORATION_2024_Items1-23.pdf,File not found in Items folder
Main PDF,Learning_Express_Inc_Learning_Express_2024.pdf,"LEARNING EXPRESS, INC._2024.pdf",File not found
JSON,Learning_Express_Inc_Learning_Express_2024_FranchiseInfo.json,"LEARNING EXPRESS, INC._2024_FranchiseInfo.json",File not found
Subfolder PDF,Learning_Express_Inc_Learning_Express_2024_Items1-23.pdf,"LEARNING EXPRESS, INC._2024_Items1-23.pdf",File not found in subfolder
Items PDF,Learning_Express_Inc_Learning_Express_2024_Items1-23.pdf,"LEARNING EXPRESS, INC._2024_Items1-23.pdf",File not found in Items folder
Main PDF,Lee's_Franchisor_LLC_Lee's_Famous_Recipe®_2024.pdf,LEE'S FRANCHISOR LLC_2024.pdf,File not found
JSON,Lee's_Franchisor_LLC_Lee's_Famous_Recipe®_2024_FranchiseInfo.json,LEE'S FRANCHISOR LLC_2024_FranchiseInfo.json,File not found
Subfolder PDF,Lee's_Franchisor_LLC_Lee's_Famous_Recipe®_2024_Items1-23.pdf,LEE'S FRANCHISOR LLC_2024_Items1-23.pdf,File not found in subfolder
Items PDF,Lee's_Franchisor_LLC_Lee's_Famous_Recipe®_2024_Items1-23.pdf,LEE'S FRANCHISOR LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,Legacy_Franchise_Company_LLC_Legacy_Claims_Services_2024.pdf,"LEGACY FRANCHISE COMPANY, LLC_2024.pdf",File not found
JSON,Legacy_Franchise_Company_LLC_Legacy_Claims_Services_2024_FranchiseInfo.json,"LEGACY FRANCHISE COMPANY, LLC_2024_FranchiseInfo.json",File not found
Items PDF,Legacy_Franchise_Company_LLC_Legacy_Claims_Services_2024_Items1-23.pdf,"LEGACY FRANCHISE COMPANY, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,Legacy_Franchise_Group_LLC_Country_Kitchen_Restaurants_2024.pdf,"LEGACY FRANCHISE GROUP, LLC_2024.pdf",File not found
JSON,Legacy_Franchise_Group_LLC_Country_Kitchen_Restaurants_2024_FranchiseInfo.json,"LEGACY FRANCHISE GROUP, LLC_2024_FranchiseInfo.json",File not found
Items PDF,Legacy_Franchise_Group_LLC_Country_Kitchen_Restaurants_2024_Items1-23.pdf,"LEGACY FRANCHISE GROUP, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,Legato_Living_Franchising_LLC_Legato_Living_2024.pdf,"LEGATO LIVING FRANCHISING, LLC_2024.pdf",File not found
JSON,Legato_Living_Franchising_LLC_Legato_Living_2024_FranchiseInfo.json,"LEGATO LIVING FRANCHISING, LLC_2024_FranchiseInfo.json",File not found
Subfolder PDF,Legato_Living_Franchising_LLC_Legato_Living_2024_Items1-23.pdf,"LEGATO LIVING FRANCHISING, LLC_2024_Items1-23.pdf",File not found in subfolder
Items PDF,Legato_Living_Franchising_LLC_Legato_Living_2024_Items1-23.pdf,"LEGATO LIVING FRANCHISING, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,Lemon_Tree_Development_LLC_NoTradeName_2024.pdf,LEMON TREE DEVELOPMENT LLC_2024.pdf,File not found
JSON,Lemon_Tree_Development_LLC_NoTradeName_2024_FranchiseInfo.json,LEMON TREE DEVELOPMENT LLC_2024_FranchiseInfo.json,File not found
Subfolder PDF,Lemon_Tree_Development_LLC_NoTradeName_2024_Items1-23.pdf,LEMON TREE DEVELOPMENT LLC_2024_Items1-23.pdf,File not found in subfolder
Items PDF,Lemon_Tree_Development_LLC_NoTradeName_2024_Items1-23.pdf,LEMON TREE DEVELOPMENT LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,Le_Macaron_Development_LLC_Le_Macaron_French_Pastries_2024.pdf,LE MACARON DEVELOPMENT LLC_2024.pdf,File not found
JSON,Le_Macaron_Development_LLC_Le_Macaron_French_Pastries_2024_FranchiseInfo.json,LE MACARON DEVELOPMENT LLC_2024_FranchiseInfo.json,File not found
Items PDF,Le_Macaron_Development_LLC_Le_Macaron_French_Pastries_2024_Items1-23.pdf,LE MACARON DEVELOPMENT LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,Le_Village_Cowork_Franchising_LLC_Le_Village_2024.pdf,"LE VILLAGE COWORK FRANCHISING, LLC_2024.pdf",File not found
JSON,Le_Village_Cowork_Franchising_LLC_Le_Village_2024_FranchiseInfo.json,"LE VILLAGE COWORK FRANCHISING, LLC_2024_FranchiseInfo.json",File not found
Items PDF,Le_Village_Cowork_Franchising_LLC_Le_Village_2024_Items1-23.pdf,"LE VILLAGE COWORK FRANCHISING, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,LG_AS_Franchisor_LLC_stayAPT_Suites_2024.pdf,LG AS FRANCHISOR LLC_2024.pdf,File not found
JSON,LG_AS_Franchisor_LLC_stayAPT_Suites_2024_FranchiseInfo.json,LG AS FRANCHISOR LLC_2024_FranchiseInfo.json,File not found
Subfolder PDF,LG_AS_Franchisor_LLC_stayAPT_Suites_2024_Items1-23.pdf,LG AS FRANCHISOR LLC_2024_Items1-23.pdf,File not found in subfolder
Items PDF,LG_AS_Franchisor_LLC_stayAPT_Suites_2024_Items1-23.pdf,LG AS FRANCHISOR LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,Lifestyle_Publications_LLC_Lifestyle_Publications_2024.pdf,"LIFESTYLE PUBLICATIONS, LLC_2024.pdf",File not found
JSON,Lifestyle_Publications_LLC_Lifestyle_Publications_2024_FranchiseInfo.json,"LIFESTYLE PUBLICATIONS, LLC_2024_FranchiseInfo.json",File not found
Subfolder PDF,Lifestyle_Publications_LLC_Lifestyle_Publications_2024_Items1-23.pdf,"LIFESTYLE PUBLICATIONS, LLC_2024_Items1-23.pdf",File not found in subfolder
Items PDF,Lifestyle_Publications_LLC_Lifestyle_Publications_2024_Items1-23.pdf,"LIFESTYLE PUBLICATIONS, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,Lifetime_Green_Coatings_LLC_Lifetime_Green_Coatings_2024.pdf,LIFETIME GREEN COATINGS LLC_2024.pdf,File not found
JSON,Lifetime_Green_Coatings_LLC_Lifetime_Green_Coatings_2024_FranchiseInfo.json,LIFETIME GREEN COATINGS LLC_2024_FranchiseInfo.json,File not found
Subfolder PDF,Lifetime_Green_Coatings_LLC_Lifetime_Green_Coatings_2024_Items1-23.pdf,LIFETIME GREEN COATINGS LLC_2024_Items1-23.pdf,File not found in subfolder
Items PDF,Lifetime_Green_Coatings_LLC_Lifetime_Green_Coatings_2024_Items1-23.pdf,LIFETIME GREEN COATINGS LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,Life_Saver_Franchising_Inc_Life_Saver_Pool_Fence_2024.pdf,"LIFE SAVER FRANCHISING, INC._2024.pdf",File not found
JSON,Life_Saver_Franchising_Inc_Life_Saver_Pool_Fence_2024_FranchiseInfo.json,"LIFE SAVER FRANCHISING, INC._2024_FranchiseInfo.json",File not found
Subfolder PDF,Life_Saver_Franchising_Inc_Life_Saver_Pool_Fence_2024_Items1-23.pdf,"LIFE SAVER FRANCHISING, INC._2024_Items1-23.pdf",File not found in subfolder
